repository_key (Organisation) Record Title;idno;idMedium;number of volume;support;extent;leaf dimensions : height (mm);leaf dimensions : width (mm);justification : height (mm);justification : width (mm);columns;writtenLines;writtenLines (notes);writtenLines (note);script type;formality;handNote;scriptNote;note (deco);origDate;origDate : from;origDate : to;origDate : proposed date;origPlace (relationship marker) Record Title;iiif manifest
Nantes, Musée Dobrée (Organisation);28;43222;;parchment;148 f.;190;122;;;1;20;;;Cursiva;Formata;;;18 miniatures (f. 22v°, 38v°, 42v°, 46, 49v°, 53, 60, 115-118v°, 122, 123, 128), bordures, lettre historiée (f. 11, 17, 18v°), lettres ornées (Virgo);;1480;1500;15e s. (fin) (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/4329/manifest
Nantes, Musée Dobrée (Organisation);30;43224;;parchment;114 f.;190;140;;;1;16;;;Cursiva;Formata;;;1 miniature (f. 13), bordures, lettres ornées (Virgo);;1500;1520;16e s. (1500-1510 circa) (Medium) From : 1500 (CCLL) To : 1600 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/4331/manifest
Nantes, Musée Dobrée (Organisation);31;43225;;parchment;181 f.;150;117;;;1;13;;;Textualis;Formata;;;4 miniatures (f. 16, 28, 84, 91v°), lettres ornées (Virgo);;1301;1400;1301-1400 (Medium) From : 1300 (CCLL) To : 1400 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/4332/manifest
Nantes, Musée Dobrée (Organisation);33;43227;;parchment;134 f.;233;170;;;1;18;;;Cursiva;Formata;;;21 miniatures (f. 13v°, 20v°, 26v°, 36v°, 45v°, 49v°, 53v°, 57v°, 61v°, 68v°, 73v°, 88v°, 127v°-129, 130v°, 131v°, 132v°-133v°), bordures, lettres ornées (Virgo);;1480;1490;15e s. (ca. 1480-1490) (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/4334/manifest
Nantes, Musée Dobrée (Organisation);34;43228;;parchment;116 f.;208;155;;;1;16;;;Textualis;Formata;;;8 miniatures, bordures, lettres ornées (Virgo);;1465;1480;15e s. (1455-1480) (Medium) From : 1460 (CCLL) To : 1465 (CCLL);Rouen (Place);https://bvmm.irht.cnrs.fr/iiif/4335/manifest
Nantes, Musée Dobrée (Organisation);0012, t. I;43215;;parchment;239 f.;127;93;;;1;14;;;Textualis;Formata;;;20 miniatures, bordures, lettres ornées (Virgo);;1451;1500;15e s. (seconde moitié) (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/4321/manifest
Nantes, Musée Dobrée (Organisation);0012, t. II;100045240;;parchment;174 f.;127;93;;;1;14;;;Textualis;Formata;;;;;1451;1500;15e s. (seconde moitié) (Medium);;https://bvmm.irht.cnrs.fr/iiif/4322/manifest
Nantes, Musée Dobrée (Organisation);2005.1.1;100047742;;parchment;106 f.;205;150;;;1;15;;;Textualis;Formata;;;;;1420;1440;15e s. (ca. 1430) (Medium);;https://bvmm.irht.cnrs.fr/iiif/4337/manifest
Nîmes, Bibliothèque municipale (Organisation);6;100012553;;parchment;133 ff. (CCLL);187;;;;1;13;;;Textualis;Formata;;;Bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/5294/manifest
Nîmes, Bibliothèque municipale (Organisation);8;100012554;;parchment;141 ff. (CCLL);136;;;;1;15;;;Textualis;Formata;;;Lettres filigranées (Virgo);;1301;1400;1301-1400 (Medium) From : 1347 (CCLL) To : 1400 (CCLL);Toulouse (Place);https://bvmm.irht.cnrs.fr/iiif/5295/manifest
Nîmes, Bibliothèque municipale (Organisation);9;17254;;parchment;113 ff. (CCLL);130;;;;1;21;;;Cursiva;Libraria;;;;;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5296/manifest
Paris, Bibliothèque du Centre culturel irlandais (Organisation);Ms E3;100047492;;parchment;130 f.;203;140;;;;;;;;;;;;;1460;1480;c.1470;;https://www.loc.gov/item/2021667543/manifest.json
Paris, Bibliothèque du Saulchoir (Organisation);Rés. Ms. C 01;100055591;;parchment;59 f.;;;;;;;;;;;;;;1450;;;;;https://bvmm.irht.cnrs.fr/iiif/22140/manifest
Paris, Bibliothèque du Saulchoir (Organisation);Rés. Ms. C 09;100055592;;parchment;54 f.;;;;;;;;;;;;;;;1501;1600;;;https://bvmm.irht.cnrs.fr/iiif/22139/manifest
Paris, Bibliothèque du Saulchoir (Organisation);Rés. Ms. C 10;100055593;;parchment;180 p.;;;;;;;;;;;;;;;;;;;https://bvmm.irht.cnrs.fr/iiif/22141/manifest
Paris, Bibliothèque Mazarine (Organisation);502;;;parchment;154 ff. (CCLL);214;149;;;1;;;;;;;;34 miniatures (7v°, 23v°, 28, 29, 30, 31, 32, 37v°, 55v°, 64v°, 68v°, 72v°, 76v°, 80v°, 86v°, 91v°, 100, 117v°, 150-150v°, 151v°-152), bordures, lettres ornées, grotesques (Virgo);;1460;1485;c.1470-1475;Flandre (Place);https://mazarinum.bibliotheque-mazarine.fr/iiif/2572/manifest
Paris, Bibliothèque Mazarine (Organisation);504;;;;134 ff. (CCLL);184;126;;;1;;;;;;;;2 miniatures (f. 75, 96v°), bordures, lettres ornées et filigranées (Virgo);;1450;1460;;Paris (Place);https://mazarinum.bibliotheque-mazarine.fr/iiif/4150/manifest
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);288;;;;158;144;103;;;1;20;;;Textualis;Formata;;;;;1301;1325;From : 1300 (CCLL) To : 1320 (CCLL);France, Est (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550008104/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);290;100108763;;parchment;202 ff.;96;70;;;1;16;;;Textualis meridionalis;Formata;;;;;1460;1480;c.1470;;https://gallica.bnf.fr/iiif/ark:/12148/btv1b525011578/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);291;100108765;;;122;137;87;;;1;23;;;Hybrida;Formata;;;26v, 73v Description: style ganto-brugeois|7 miniatures (f. 10v°, 26v°, 35, 43v°, 47v°, 56v°, 73v°, ), bordures, lettres ornées (Virgo);;1510;1525;From : 1510 (CCLL) To : 1515 (CCLL);Tours (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550103847/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);424;;;;319;143;104;;;1;;;;Hybrida;Libraria;;;Gravures coloriés, bordures, lettres ornées et filigranés (Defuncti);1493;;;From : 1493 (CCLL) To : 1493 (CCLL);Antwerpen (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550131995/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);426;;;;113;150;106;;;1;;;;;;;;20 miniatures (f. 7, 8v°, 10, 11v°, 17v°, 20, 23, 24, 25, 27, 39v°, 47v°, 51, 54v°, 57, 60, 65, 69, 81v°, 84), bordures,  9 lettres historiées (f. 13, 15v°, 18-18v°, 19, 20v°, 21-21v°, 22v°), lettres ornées (Virgo);;1401;1500;From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55013078h/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);434;;;;242;169;112;;;1;;;;;;;;30 miniatures (f. 13, 15, 17, 20v°, 30v°, 53, 65v°, 80, 82, 84, 89, 90v°, 92, 97, 98v°, 100, 104v°, 106, 107v°, 112, 113v°, 115, 123v°, 125, 127v°, 133, 135, 165, 187, 196v°), bordures, lettres ornées (Virgo);;1401;1500;From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55011051v/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);439;;;;137;180;114;;;1;;;;;;;;armes de Lévis|39 miniatures (f. A, 9v°, 13, 19v°, 20, 26, 32v°, 33v°, 34v°, 38v°, 42v°, 46v°, 49v°, 55, 60, 72, 97, 101, 102v°, 106, 110, 113, 113v°, 114, 115, 115v°, 116, 117-121v°, 122v°, 137), lettres ornées (Virgo);;1501;1600;From : 1500 (CCLL) To : 1600 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550130827/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);557;;;;150;174;120;;;1;18;;;Textualis;Formata;;;27 miniatures (f. 13, 14v°, 15v°, 17, 18,  25, 45, 55, 60, 64, 68, 78, 83, 86, 89, 105, 144v°-146v°, 147, 148-150), bordures, initiales de couleur (Virgo);;1475;1500;From : 1495 (CCLL) To : 1495 (CCLL);Paris (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55006457g/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);562;;;;147;165;120;;;1;;;;;;;;14 miniatures (f. 13, 18v°, 21, 30v°, 41v°, 47, 50v°, 54, 57v°, 60v°, 65, 68v°, 77, 103), bordures, lettres ornées, initiales de couleur, grotesques (Virgo);;1462;1482;1470-1485 (Stutzmann) From : 1440 (CCLL) To : 1460 (CCLL);Rouen (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b52505805b/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);565;;;parchment;1+154 ff.;135;100;;;1;17;;;Textualis;Formata;;;devise sur phylactère|15 miniatures (f. Av°, 30v°, 43v°, 75v°, 88v°, 110v°, 117v°, 120v°, 124v°, 128v°, 134v°, 138v°, 145v°, 149v°, 151v°), bordures, lettres ornées (Virgo);;1400;1425;c.1410-1415;Brugge (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550094367/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);569;;;parchment;i + i + i + 178 + ii + i + i ff.;167;115;;;1;17;;;Textualis;Formata;;;29 miniatures (f. 13v°, 20v°, 26v°, 32, 33, 34v°, 36, 37, 43, 43v°, 44, 44v°, 45v°, 46, 47-49v°, 50v°-51, 52v°, 69v°, 80v°, 89v°, 94v°, 99v°, 106v°, 112v°), bordures, lettres ornées (Virgo);;1440;1490;c.1450-1480 ?;;https://gallica.bnf.fr/iiif/ark:/12148/btv1b55009437p/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);615;100061046;;;219;230;164;;;1;;;;;;;add. 427-437;15 miniatures (p. 25, 38, 57, 109, 136, 158, 168, 178, 194, 211, 253, 262, 275, 387, 402), bordures, lettres ornées (Virgo);;1401;1500;From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55010392r/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);616;;;;167;244;176;;;1;;;;;;;;;;1380;1420;From : 1400 (CCLL) To : 1450 (CCLL);Rennes (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55012863j/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);634;100127170;;;132;214;150;;;1;;;;;;;;5 miniatures (f. 27, 75, 79, 83, 101), bordures, 13 lettres historiées (Virgo);;1401;1500;From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55010382b/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);637;100127169;;;142;207;153;;;1;;;;;;;;19 miniatures (f. 14, 15v°, 17, 18v°, 20, 24, 27, 37v°, 49v°, 53v°, 57, 60v°, 64, 70, 85, 89, 93, 111, 116), bordures, lettres ornées, initiales de couleur (Virgo);;1401;1500;From : 1400 (CCLL) To : 1500 (CCLL);Normandie (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55010383s/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);638;;;parchment;116 f.;224;157;;;1;17;;;Cursiva;Formata;;;;;1470;1495;c.1480-1485;Nederland, Sud (Place)|Brugge (Place)|Gent (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55008559f/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);640;100061055;;;107;222;153;;;1;26;;;Hybrida;Formata;;;31 miniatures (f. 2, 3, 4, 5, 6, 12v°, 18v°, 24v°, 32, 40, 45, 47, 49, 51, 53, 56v°, 64, 66, 67v°, 77, 96, 97v°, 98, 98v°, 99, 99v°, 100, 100v°), bordures, lettres ornées (Virgo);1533;;;From : 1533 (CCLL) To : 1533 (CCLL);;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550057309/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);641;;;parchment;169 f.;204;132;;;1;20;;;Textualis;Formata;;;40 miniatures (f. 7v°, 13v°, 18v°, 23, 24, 25, 26, 27, 30, 32-37v°, 38v°, 39, 52v°, 53, 61v°, 62v°, 65v°, 66, 69v°, 70, 73v°, 74, 77v°, 78, 84v°, 85, 89v°, 95v°, 110v°), bordures, lettres ornées, intiales de couleur (Virgo);;1401;1500;c.1400-1500;Flandre (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55005731r/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);644;100087662;;parchment;182;203;147;;;1;;;;;;;;15 miniatures (f. 26v°, 27, 38, 49v°, 55v°, 59v°, 63v°, 67v°, 74, 81, 97v°, 101, 104, 150v°, 156), bordures, lettres ornées (Virgo);;1475;1500;From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55010380f/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);645;;;;159;215;143;;;1;;;;;;;;24 miniatures (f. 19, 20,  23, 24, 29, 30, 39, 40, 50, 51,  54, 55, 58, 57, 60, 61,  63, 64, 68, 75, 77, 78, 80, 81, 98, 99), 11 lettres historiées (f. 129, 130, 131, 131v°, 133, 134, 135, 135v°, 138, 139, 140), bordures, lettres ornées (Virgo);;1480;1500;From : 1490 (CCLL) To : 1490 (CCLL);Bourgogne (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55010116g/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);647;100049015;;parchment;221 f.|121;220;164;;;1;15;;;Textualis;Formata;;;13 miniatures (f. 1-12v°, 13, 15, 16v°, 18v°, 29v°, 41, 47, 51v°, 56, 61, 67v°, 77, 99), bordures, lettres ornées (Virgo);;1410;1430;1401-1430 (Stutzmann) 1401-1500 (Medium) From : 1400 (CCLL) To : 1425 (CCLL);Paris (Place)|Troyes (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55005889s/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);648;;;;148;191;137;;;1;;;;;;;;5 miniatures (f. 24, 51v°, 53, 87, 101), lettres ornées, initiales de couleur (Virgo);;1501;1600;From : 1500 (CCLL) To : 1550 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55010381w/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);650;100058223;;parchment;173;195;139;;;1;16;;;Textualis;Formata;;;15 miniatures  (f. 15, 25v°, 37, 43, 47v°, 52, 57, 64, 71, 89, 97v°, 105, 111, 115v°, 146), bordures, lettres ornées, grotesques, initiales de couleur (Virgo);;1401;1425;From : 1400 (CCLL) To : 1420 (CCLL);Bourges (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b8458140s/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);651;;;;129;185;128;;;1;18;;;Cursiva;Formata;;;56 miniatures (f. 1-12v°, 13, 15, 16, 17v°, 19, 23, 27, 37, 47, 52, 55v°, 59, 63, 69, 74, 89, 112-113, 114-114v°, 118, 121v°, 122-123, 124v°-125v°, 126-127v°) (Virgo);;1475;1525;From : 1490 (CCLL) To : 1490 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b52502553b/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);652;;;parchment;145 ff.;180;129;;;1;16;;;Cursiva;Formata;;;12 miniatures (f. 1v°, 10v°, 18v°, 26v°, 35v°, 42v°, 49v°, 56v°, 62v°, 65v°, 118v°, 131v°), bordures, lettres ornées (Virgo);;1440;1490;c.1450-1480;Brugge (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550058850/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);654;100047085;;parchment;99|99 f.;218;144;;;1;26;;;Textualis;Formata;;;46 miniatures (f. 1v°-6v°, 7v°, 8, 9, 10, 11-11v°, 13v°, 15v°, 16, 25, 31, 33, 35, 37, 39, 42v°, 48v°, 49, 59, 61, 63v°, 64, 85-90v°), bordures, lettres ornées (Virgo);;1501;1550;16e s. (1501-1550) (Medium) From : 1527 (CCLL) To : 1550 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b8596871g/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);655;100061056;;;155;188;145;;;1;16;;;Textualis;Formata;;;19 miniatures (f. 20, 26, 30, 34, 46, 58, 63, 68, 72, 76, 84, 103, 119, 133, 147, 148, 149, 150, 151v°),  bordures, 2 lettres historiées (f. 144, 152v°), lettres ornées (Virgo);;1452;1472;1460-1475 (Stutzmann) From : 1460 (CCLL) To : 1465 (CCLL);Savoie (Place)|Lyon (Place)|Bourg-en-Bresse (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550085652/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);656;;;parchment;156 f.;189;133;;;1;18;;;Textualis;Formata;;;;;1401;1500;c.1400-1500;;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550092764/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);1174;100088533;;;196;170;120;;;1;;;;;;;;20 miniatures (f. 13, 15v°, 17v°, 19v°, 21, 25v°, 31, 57v°, 69v°, 75v°, 80, 84v°, 89, 96, 102, 121, 128v°, 135, 186v°, 193), bordures, lettres ornées, initiales de couleur (Virgo);;1401;1500;From : 1480 (CCLL) To : 1500 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55010385p/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);1175;100061118;;;135;227;150;;;1;28;;;Hybrida;Formata;;;21 miniatures (f. 7v°, 10v°, 15v°, 16, 25, 31, 33v°, 36, 38v°, 41, 45, 53v°, 56v°, 59, 63, 73v°, 77, 94v°, 98, 102v°, 109v°), bordures, lettres ornées (Virgo);;1501;1525;From : 1520 (CCLL) To : 1520 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55008174h/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);1185;100061121;;parchment;378 ff.;160;112;;;1;12;;;Cursiva;Formata;;;;;1480;1510;c.1490-1500 (c.1490 ?);Hainaut (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55007801k/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);1188;100061122;;;120;200;130;;;1;;;;;;;;62 miniatures (f. 1-6v°, 7, 8v°, 9v°, 10v°, 11v°, 17, 24v°, 29v°, 30v°, 31v°, 34v°, 37v°, 40, 43, 47, 55, 64, 81, 82-84, 85-91, 93, 95v°, 97v°, 98v°, 99v°), bordures, lettres ornées (Virgo);;1475;1525;From : 1400 (CCLL) To : 1500 (CCLL);Paris (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550098895/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);1191;100061123;;;105;202;130;132;75;1;32;;;Cursiva;Formata;;;;;1494;1504;From : 1495 (CCLL) To : 1500 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550101151/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);1194;;;;164;189;135;;;1;;;;Textualis;Formata;;;5 miniatures (f. 23, 93, 112, 116, 119v°), bordures, lettres ornées (Virgo);;1450;1470;1460? (Stutzmann) From : 1460 (CCLL) To : 1460 (CCLL);Provence (Place)|Toulouse (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550103864/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);2162;100088552;;;170;183;133;;;1;;;;;;;;Bordures, initiales de couleur (Virgo);;1401;1500;From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b525068833/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);575;100061036;;parchment;154 ff.;180;122;;;1;13;;;Textualis;Formata;;;24 miniatures (f. 13, 15, 17, 19v°, 21, 26, 56v°, 73, 80, 86, 92, 98, 108, 125, 127, 128, 129, 130, 131, 132, 133, 139, 145, 150), bordures, lettres ornées (Virgo);;1440;1460;c.1450;Rouen (Place)|Flandre (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55009271w/manifest.json
Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal (Organisation);639;;;parchment;112 f.;222;155;;;1;17;;;Cursiva;Formata;;;26 miniatures (f. 10, 28, 39, 44, 48, 52, 56, 64, 69, 76, 82, 86, 93, 99, 100v°, 101v°, 102v°, 103v°, 105, 106, 107, 108, 109, 110, 111, 112), bordures, lettres ornées (Virgo);;1470;1495;c.1480-1485;Flandre (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b55008564m/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);fr. 01869;100079509;;;17;196;125;;;1;;;;Cursiva;Libraria;;d'après 4r, en français, commanditaire femme en prière;Maître de Spencer 6   (Enlumineur);;1490;1510;;Bourges (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b52506271h/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);fr. 01874;100064001;;;94;165;115;;;1;22;;;Textualis meridionalis;Libraria;;;12 miniatures (f. 13, 18v°, 23v°, 29, 31, 33v°, 37v°, 40v°, 62, 65v°, 84), bordures, lettres ornées, initiales rouges et bleues (Defuncti);;1475;1500;From : 1470 (CCLL) To : 1500 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b9007441s/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);fr. 02224;100125625;;;9;238;145;;;1;;;;Hybrida;Formata;;g humanistique;9r, légende de personnage en lettres capitales;;1501;1525;;;https://gallica.bnf.fr/iiif/ark:/12148/btv1b85397092/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);fr. 05661;100064107;;;9;240;150;115;80;1;22;;;Cursiva;Formata;;;;1493;;;;;https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059265h/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);fr. 13167;100080146;;;144;175;120;;;1;19;;;Cursiva;Libraria;;;;;1485;1515;From : 1480 (CCLL) To : 1520 (CCLL);France (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b9061586h/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);lat. 00757;100061598;;;443|450 f.;265;207;;;2;;;;Textualis meridionalis;Formata;;Rotunda;Atelier de Giovanni di Benedetto da Como (Enlumineur). (Leroquais date de 1380);;1375;1400;1380 (ILT) From : 1380 (ILT) To : 1380 (ILT) From : 1385 (CCLL) To : 1390 (CCLL);Pavia (Place)|Milano (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/manifest.json
