Column,Manuscript H-ID,repository_key (Organisation) Record Title,idno,idMedium,support,extent,dimensions (h x w),justification : height (mm),justification : width (mm),columns,writtenLines,writtenLines (notes),writtenLines (note),script type,formality,scriptNote,note (deco),origDate,origDate : from,origDate : to,origDate : proposed date,origPlace (relationship marker) H-ID,iiif manifest
452,2470,"Paris, Bibliothèque natioale de France, Manuscrits",lat. 01392,100077898,,103,182 x 124,105,65,1.0,17.0,,,Textualis,Formata,"box-a, Calendrier d'ne autre main textualis","points dorés dans les marges: avant 1470 d'après Katja; feuilles jaunes|Bordures, lettres ornées (Virgo)",,1451,1470,From : 1400 (CCLL) To : 1500 (CCLL),Belgique,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10024821z/manifest.json
453,2471,"Paris, Bibliothèque natonale de France, Manuscrits",lat. 01393,100125719,,152,168 x 117,,,1.0,17.0,,,Cursiva,Formata,,"31v, en marge, écriture stylisée ; 75r, en marge, textualis ""ihs""|Miniatures, bordures, lettres ornées et filigranées (Defuncti)",,1486,1515,From : 1480 (CCLL) To : 1520 (CCLL),France,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9078133f/manifest.json
454,2472,"Paris, Bibliothèque nationale de France, Manuscrits",lat. 01394,100061669,,159,117 x 81,,,1.0,14.0,,,Textualis,Formata,,"Initiales historiées; phylactères en onciales (25r, S. Andrieu; 27r, S. Jakes; 29r, S. Jehan ewan, etc.) ; 41phylactère de parole, textualis Annonciation http://visualiseur.bnf.fr/Visualiseur?Destination=Daguerre&amp;O=7848112&amp;E=JPEG|20 miniatures (f. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20), 19 lettres historiées (f. 21, 23v°, 25, 27, 29, 31, 33, 35v°, 38, 41, 51, 61v°, 67, 70v°, 73v°, 77, 84, 91, 107, 131v°), bordures (Virgo)",,1320,1350,From : 1450 (CCLL) To : 1500 (CCLL),Amiens,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9066046t/manifest.json
455,2478,"Paris, Bibliothèque nationale de France, Manuscrits",lat. 01400,100066494,,251,147 x 109,,,1.0,,,,Textualis,Libraria/Formata,,"Maître de Coëtivy (Enlumineur). Encadrement à renflement. Surplombant 4 lignes de texte ; http://visualiseur.bnf.fr/Visualiseur?Destination=Daguerre&amp;O=7816107|18 miniatures (f. 13, 15v°, 18, 20v°, 22, 24v°, 29, 45, 69, 82, 88v°, 93v°, 98, 102v°, 110v°, 116bis, 145, 155, 162), bordures (Virgo)",,1450,1470,From : 1460 (CCLL) To : 1460 (CCLL),Paris,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10032335w/manifest.json
456,2481,"Paris, Bibliothèque nationae de France, Manuscrits",lat. 01403,100080591,,176,127 x 90,,,1.0,,,,Textualis,Formata,,"22 miniatures (f. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 27v°, 40, 47, 51v°, 56, 61, 69, 75, 99), bordures, 3 lettres historiées (15, 28, 75), lettres ornées (Virgo)|Miniatures carrées, au-dessus de 4 lignes, et initiales historiées",,1370,1390,From : 1380 (CCLL) To : 1380 (CCLL),Lorraine,https://gallica.bnf.fr/iiif/ark:/12148/btv1b84522015/manifest.json
457,2483,"aris, Bibliothèqe nationale de France, Manuscrwits",lat. 01405,,,,,,,,,,,Cursiva,Libraria,,Western French painter|http://visualiseur.bnf.fr/Visualiseur?Destination=Daguerre&amp;O=7819484,,1440,1460,1445-1475 +1460-1480 (Stutzmann),"Angers|Nantes|France, Ouest",https://gallica.bnf.fr/iiif/ark:/12148/btv1b105326072/manifest.json
458,2484,"Paris, Bibliothèque natonale de France, Manuscrits",lat. 01406,,,141,183 x 128,,,1.0,,,,Cursiva,Libraria,,"Maître de Jacques de Besançon   (Enlumineur) . 21r, Annonciation, textualis en lettres d'or sur le fond http://visualiseur.bnf.fr/Visualiseur?Destination=Daguerre&amp;O=7895563|7 miniatures (f. 21, 64, 77, 84, 89, 131, 140), bordures, lettres ornées (Virgo)",,1480,1500,From : 1485 (CCLL) To : 1485 (CCLL),Paris,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100223791/manifest.json
459,2486,"Paris, Bibiothèque nationale de Frasnce, Manuscrits",lat. 01408,,,123,178 x 113,,,1.0,23.0,,,Cursiva,Formata,,"Miniatures, marges peintes, à-plats en trèfles http://visualiseur.bnf.fr/Visualiseur?Destination=Daguerre&amp;O=7837634",,1490,1520,From : 1480 (CCLL) To : 1520 (CCLL),Picardie,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9065943c/manifest.json
460,2489,"Paris, Bibliothèque nationale de France, Manusrits",lat. 01412,100061671,,50,142 x 100,80,50,1.0,20.0,,,Cursiva,Libraria,"chgt main 19r, cursiva à tendance semihybrida; s redressé et incurvé vers la gauche; add.(?) ou chgt d'écriture pour chgt de nature de texte 45r-49r, O intemerata, textualis","Daté par commanditaire, Charles duc de Guyenne (1469-1472)
1r, Crucifixion sans titulature. 
Sur contregarde inf. ""Pour le confesseur frere Jehan Lapostole rel[igieux] augustin a Tours",,1469,1472,,,https://gallica.bnf.fr/iiif/ark:/12148/btv1b100357501/manifest.json
461,2490,"Parips, Bibliothèqu nationale de France, Manuscrits",lat. 01414,,,246,100 x 84,,,1.0,,,,Cursiva,Libraria,,Miniature à encadrement architectural,,1475,1520,From : 1470 (CCLL) To : 1500 (CCLL),,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10020325g/manifest.json
462,2492,"aris, Bibliothèque nationale de France, Manuscrits",lat. 01416,100077899,,182,146 x 101,,,1.0,22.0,,,Cursiva,Libraria/Formata,,"Miniatures avec arc, surplombant 4 lignes de texte. 74v, Crucifixion, avec phylactère en capitales ""I.N.R.I""  ; http://visualiseur.bnf.fr/Visualiseur?Destination=Daguerre&amp;O=7860116 ; O=7906397 ; écriture stylisée 156r (O=7850808)|49 miniatures (f. A-M, 3, 4v°, 6v°, 8, 17, 26, 35, 39v°, 43, 46v°, 50, 55v°, 60, 74v°, 78, 81, 121, 146v°, 153, 154v°, 155, 156, 160v°, 169v°), bordures, lettres ornées (Virgo)",,1482,1502,1470-1500 (Stutzmann) From : 1470 (CCLL) To : 1500 (CCLL),Amiens,https://gallica.bnf.fr/iiif/ark:/12148/btv1b525115590/manifest.json
463,2496,"Paris, Bibliothèque nationale de France, Manyuscrits",lat. 01421,,,133,150 x 103,,,1.0,,,,Textualis,Libraria,,"Maître des Très Petites Heures d'Anne de Bretagne   (Enlumineur)|11 miniatures (f. 14, 42, 44, 46, 52, 57, 61, 65, 69, 75, 73, 93), 2 lettres historiées (f. 32, 128), bordures, lettres ornées (Virgo)",,1480,1505,From : 1490 (CCLL) To : 1490 (CCLL),Paris,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10026758n/manifest.json
464,2503,"Paris, Bibliothèque nationale de France, Manuscrit",lat. 01427,100125722,,214,140 x 85,,,1.0,17.0,,,Cursiva,Formata,"add. 208-211: Cursiva formata, très brisée","44 dessins (f. 13, 15, 16v°, 18v°, 19v°, 23v°, 26v°, 42, 61v°, 73v°, 75, 76v°, 84, 90, 96, 102, 110, 117, 136, 183, 184, 184v°, 185v°, 186, 187v°, 184v°, 185v°, 186, 187v°, 190, 190v°, 191, 192, 192v°, 194, 194v°, 195, 192v°, 194, 194v°, 195, 197, 198, 199, 199v°, 201, 201v°, 202v°, 203, 204, 204v°, 206) (Virgo)",,1501,1600,From : 1500 (CCLL) To : 1530 (CCLL),France,https://gallica.bnf.fr/iiif/ark:/12148/btv1b90680221/manifest.json
465,2506,"Paris, Bibliothèque nationale de France, Manuscrits",lat. 01429,100061673,,124,180 x 125,,,1.0,21.0,,,Humanistique,Formata,Capitales,Maître des Epîtres Getty   (Enlumineur) .   Maître des Heures de Henri II   (Enlumineur) . Miniature avec début du texte sur cuirs en capitale (3v),,1547,1550,From : 1547 (CCLL) To : 1559 (CCLL),Paris,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8447767x/manifest.json
466,2508,"Paris, Bibliothèque nationale de Franqce, Manuscrits",lat. 05371,100129178,,,,,,,,,,,,,,,,,,,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10545022q/manifest.json
467,2509,"Paris, Bibliohèque nationale de Frane, Manuscrits",lat. 09471,100061830,parchment,239,290 x 208,,,1.0,,,,Textualis,Formata,,Maître de Giac   (Enlumineur). Maître de Rohan. Phylactères en textualis,,1422,1442,1420-1445 (Stutzmann) From : 1430 (CCLL) To : 1430 (CCLL),Angers,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515749d/manifest.json
468,2510,"Paris, Bibliothèque nationale de France, Manscrits",lat. 09472,100061831,,120 (orig. 298),336 x 248,,,2.0,,,,Cursiva,Formata,,"Miniatures, marges. Phylactères en capitales (1ra, Annonciation)",,1480,1484,From : 1450 (CCLL) To : 1483 (CCLL),Nancy,https://gallica.bnf.fr/iiif/ark:/12148/btv1b54002414v/manifest.json
469,2511,"Pari, Bibliothèqu nationale de Frace, Manuscrits",lat. 09473,100105129,,204,283 x 196,,,1.0,,,,Textualis,Formata,,"1r,   Giraldi, Guglielmo (1445?-1490?)   (Enlumineur. Capitales et Rotunda).Premier Maître des Heures de Louis de Savoie   (Enlumineur).|Savoy painter",,1445,1465,1445-1450 + 1454-1459 (Stutzmann) From : 1445 (CCLL) To : 1460 (CCLL),Savoie,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105326055/manifest.json
470,2512,"Paris, Bibliothèque nationale de France, Manucrits",lat. 09474,100049414,parchment,238 ff.,300 x 190,,,1.0,18.0,,,Cursiva,Formata,,"Bourdichon, Jean (1457?-1521)   (Enlumineur). Ecriture stylisée. Légende des marges en Cursiva ; encadrement des miniatures avec texte en capitales",,1505,1508,16e s. (ca. 1503-1508) (Medium) From : 1503 (CCLL) To : 1508 (CCLL),Tours,https://gallica.bnf.fr/iiif/ark:/12148/btv1b550093038/manifest.json
471,2513,"Paris, Bibliothèque nationale de France, Maenuscrits",lat. 09475,100077905,,67,235 x 180,190,130,1.0,24.0,,,Cursiva,Formata,"r rond en fin de mot, r à piètement, s long plongeant peu; p chétif","Ecritures stylisées: 7r, 7v, 8r, 9r, évangélistes; 12r, messe Grégoire, 15r, Annonciation (livre, pas de parole) ; 58r pleine page Trinité avec pomme sur un livre (trois visages barbus); 60r sqq s. Pierre et saints avec livres
24r, Crucifixion I.N.R.I. E|34 miniatures (f. 7-8, 9-9v°, 11, 12, 15, 19v°, 24, 25, 25v°, 28, 30, 31v°, 33v°, 36, 38v°, 45, 58, 58v°, 59, 59v°, 60, 60v°, 61, 61v°, 62, 62v°, 63, 63v°, 64, 64v°, 65), bordures, lettres ornées (Virgo)",,1480,1500,From : 1500 (CCLL) To : 1500 (CCLL),Tours,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10025266x/manifest.json
472,2514,"Paris, Bibsliothèque nationale de Francej, Manuscrits",lat. 09476,100077906,,,,,,,,,,,,,,1688,,,,Paris,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52500984v/manifest.json
473,2515,"Paris, Bibliothèque nationale de France, Manuscrits",lat. 09477,100077907,,126,297 x 218,,,1.0,,,,Humanistique,Formata,,,1688,,,,Paris,https://gallica.bnf.fr/iiif/ark:/12148/btv1b52510074b/manifest.json
474,2516,"Paris, Bibliothèqe ntionale de Franqce, Manusccrits",lat. 10433,100061844,,249,265 x 180,,,1.0,20.0,,,Textualis,Formata,Praescissa,"9r, phylactères en textualis",,1151,1250,From : 1175 (CCLL) To : 1200 (CCLL),,https://gallica.bnf.fr/iiif/ark:/12148/btv1b85388041/manifest.json
475,2517,"Paris, Bibliothèque ntionale de France, Manuscrits",lat. 10491,100061846,,II+226 ff. (CCLL),246 x 167,,,2.0,,,,Textualis meridionalis,Formata,,"Trubert, Georges (Enlumineur). Eltzine, François (Copiste)",,1492,1493,From : 1492 (CCLL) To : 1493 (CCLL),Nancy,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8427237h/manifest.json
476,2518,"Parizs, nBibliothèque nationale de Frace, Manuvscrits",lat. 10526,,,122,167 x 167,,,1.0,,,,Textualis,Libraria,,"21 miniatures (p. 1, 2, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24), lettres ornées (Virgo)",,1201,1300,From : 1200 (CCLL) To : 1230 (CCLL),Passau|Salzburg,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105157445/manifest.json
477,2519,"Paribs, Bibliothèque nationale de France, Manuscrits",lat. 10527,,,235,173 x 115,,,1.0,,,,Textualis,Formata,,,,1375,1395,,Avignon,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9078403b/manifest.json
478,2520,"Paris, Bibliothèque naotionale de France, Manuscrits",lat. 10528,100061847,parchment,329,222 x 158,,,1.0,,,,Textualis,Libraria,,"29v, Portrait de commanditaire agenouillée, écriture stylisée http://visualiseur.bnf.fr/Visualiseur?Destination=Daguerre&amp;O=7914332|75 miniatures (f. 13, 14v°, 16v°, 18v°, 20, 29v°, 30, 53, 64v°, 71, 76, 80v°, 85, 93, 94v°, 96, 97v°, 99, 100v°, 102v°, 104v°, 112v°, 121, 155, 201, 208v°, 214, 217v°, 221v°, 225v°, 230v°, 234v°, 239, 240v°, 253v°, 272, 274v°, 278v°, 282, 283, 285v°, 286v°, 287v°, 288v°, 289v°, 290v°, 291v°, 292v°, 293v°, 294v°, 295v°, 296v°, 297v°, 298v°, 299v°, 300v°, 301v°, 302v°, 303v°, 304v°, 305v°, 306v°, 307v°, 308v°, 309v°, 310v°, 311v°, 312v°, 313v°, 314v°, 315v°, 316v°, 317v°, 318v°, 319v°, 320v°, 321v°, 322v°), lettres ornées (Virgo)",,1380,1410,From : 1370 (CCLL) To : 1400 (CCLL),Paris,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10024827n/manifest.json
479,2523,"Paris Bibliothèqe ationale de France, Manuscrits",lat. 10532,100127168,,393,245 x 153,,,1.0,,,,Humanistique,Formata,,"Bourdichon, Jean (1457?-1521) (Enlumineur). Todeschino, Giovanni (Enlumineur). Miniatures avec encadrement, capitales sur encadrement. Humanistique (page 332)|64 miniatures (p. 24, 42, 62, 78, 82, 88, 94, 106, 120, 134, 146, 152, 158, 168, 178, 182, 186, 190, 194, 198, 202, 206, 216, 242, 250, 282, 288, 302, 308, 318, 324, 330, 332, 334, 336, 338, 340, 342, 344, 346, 348, 350, 352, 354, 356, 366, 368, 370, 372, 378, 380, 382, 384, 386), bordures, lettres ornées (Virgo)",,1501,1504,From : 1501 (CCLL) To : 1504 (CCLL),Tours,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8427228j/manifest.json
480,2524,"Paris, Bibliothèque nationale de France, Manuscrits",lat. 10533,,,143,175 x 130,,,1.0,,,,Textualis,Libraria,,"Henri d'Orquevaulz   (Enlumineur)|47 miniatures (f. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 24v°, 35, 40v°, 44v°, 48v°, 52v°, 60, 65, 83, 129v°, 130v°, 131v°, 132v°, 133v°, 134v°, 135v°, 136v°, 137v°, 138v°, 139v°, 140v°, 141v°), bordures, lettres ornées (Virgo)",,1430,1450,1440? (Stutzmann) From : 1440 (CCLL) To : 1440 (CCLL),Metz|Lorraine,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10318624f/manifest.json
481,2527,"Paris, Bibjliothèque nationale de France, Manuscrits",lat. 10536,,,151,165 x 90,,,1.0,,,,Cursiva,Libraria,Datation DS car r rond en fin de mot,"Livres d'heures cordiforme. 
Blairié, Nicolas   (Auteur)|Initiales émanchées|Initiales rouges et bleues (Virgo)",,1451,1500,From : 1400 (CCLL) To : 1500 (CCLL),France,https://gallica.bnf.fr/iiif/ark:/12148/btv1b9066070g/manifest.json
482,2528,"Paris, Bibliothèque nationale de France, Manuscrits",lat. 10538,100077909,parchment,304 ff.,178 x 128,,,1.0,,,,Textualis,Formata,,"Maître de la Mazarine. 
Fin par Maître aux rinceaux d'or   (Enlumineur)",,1405,1440,c.1415 (Paris); c.1421-1430 (Flanders),"Paris|Nederland, Sud",https://gallica.bnf.fr/iiif/ark:/12148/btv1b10034277r/manifest.json
483,2529,"Paris, Bibliothèque nationale de France, Manuscrits",lat. 10539,100077910,,126,223 x 166,99,81,1.0,,,,Textualis,Formata,,"Troyes / Champagne ? (Style d'enluminure, + ss. Mammes (Langres), Savine, Loup) 
f. 17r Luc: écriture stylisée sur son rouleau
f. 19r Marc: écriture stylisée sur son rouleau (l'artiste à utilisé le même type de personnages pour Marc et Luc interchangeab|15 miniatures (f. 13, 15, 17, 19, 21, 31, 41, 46, 50, 54, 58, 64, 68, 84, 88), bordures, lettres ornées (Virgo)",,1480,1500,From : 1450 (CCLL) To : 1500 (CCLL),France,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038211z/manifest.json
484,2537,"Paris, Bibliothque nationale de France, Manuscrits",lat. 10547,100077911,,162 f.,187 x 140,,,1.0,16.0,,,Textualis,Formata,"(sauf 15 lignes aux ff. 144r-151v, Suffrages Trinité-Claude d'un autre main, Textualis, les miniatures sur ces pages ont jamais été peintes; ff. 152-fin les Suffrages continuent par la main principale sur 16 lignes et avec des miniatures peintes)","144r-151v : les miniatures sur ces pages ont jamais été peintes;
Office des morts à l'usage d'Arras, calendrier pas d'Arras
Date: Leroquais fin de XV, 3eme quart de XV ?
Pas de phylactères
f. 71r: Pentecôte: un des apôtres avec un livre ouvert: écritu|11 miniatures (f. 13, 23v°, 34v°, 39, 43, 47, 51, 59, 71, 76, 92), bordures, 14 lettres historiées (f. 134v°, 141, 152, 152v°, 153, 154, 154v°, 155, 156, 156v°, 157, 158, 158v°, 159v°) (Virgo)",,1460,1490,c.1470-1480,"France, Nord|Arras",https://gallica.bnf.fr/iiif/ark:/12148/btv1b52511236p/manifest.json
485,2538,"Paris, Bibliothèqueo nationale de France, Manuscrits",lat. 10548,100061848,parchment,133 ff.,258 x 180,,,1.0,,,,Cursiva,Libraria,Heures d'Anne de Bretagne,"Number of miniatures : 41
Miniaturists: Eyckian Master,  other hand",,1450,1470,c.1460,"Nederland, Sud|Brugge|Gent",https://gallica.bnf.fr/iiif/ark:/12148/btv1b10549444b/manifest.json
486,2548,"Parbis, Bibliothèquue nationale de Francea, Manuscrits",lat. 10558,100061849,,104,231 x 150,,,1.0,,,,Humanistique,Formata,,"Miniature (9v) avec texte en capitales, reprenant le début du texte qui est au f. suivant (10r)
http://gallica.bnf.fr/ark:/12148/btv1b8447764p/f26",,1550,1554,From : 1500 (CCLL) To : 1522 (CCLL),Auxerre,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8447764p/manifest.json
487,2551,"Paris, dBibliothèque nationale de France, Manuscrits",lat. 10561,100077913,,118,210 x 145,127,88,1.0,31.0,,,Cursiva,Formata,,Calendrier franciscain avec des saints de Languedoc_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ Ecritures dans les miniatures:_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ (f. 7r the rouleau de Jean vide) _x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ Phylactères en capitaux: _x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ f. 7v ORIOTUS MARC.. (boeuf ailé de Luc ! (Luc et marc mixed up) _x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ f. 8r écriture stylisée sur le livre port,,1480,1500,From : 1472 (CCLL) To : 1500 (CCLL),Languedoc,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036304k/manifest.json
488,2554,"yParis, Bibliothèque national de France, Manuscrits",lat. 10564,100077914,,,,,,,,,,Humanistique,Formata,,"Bol, Hans (1534-1593)   (Enlumineur)",1582,,,,Antwerpen,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10023800b/manifest.json
489,2555,"Paris,i Bibliothèque nationale de France, Manuscrits",lat. 10565,,,109,175 x 118,,,1.0,,,,,,,,,1601,1700,,España,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10538047h/manifest.json
490,2556,"Paris, Biliothèque nationale de France, Manuscrits",lat. 10567,100061850,,221,149 x 108,,,1.0,,,,Humanistique,Formata,,Frédéric Brentel,1647,,,,,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105380373/manifest.json
491,2557,"Paris, Bibliothèqe nationale de France, Manuscrits",lat. 10568,100061851,,16,149 x 108,,,1.0,,,,,,,Frédéric Brentel,1647,,,,,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10538036n/manifest.json
492,2558,"Paris, Bibliothèque nationale de France, Manuscrits",lat. 13235,100077915,,156,185 x 123,128,100,1.0,24.0,,,Textualis,Formata,Date: L. debut ou 1er moitie de XIII s; changement de main au ff. 110-134 XVs Textualis Formata (un livre d'heures à l'usage de Paris ajouté au milieu les heures de la Vierge); r pas rond après p ou b,Pas des miniatures/décoration_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ 20 lignes dans partie du XVe s.|Lettres filigranées (Virgo),,1201,1250,From : 1225 (CCLL) To : 1250 (CCLL),Liège,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036284h/manifest.json
493,2559,"Paris, Bibliothèque natuionale de France Manuscrits",lat. 13260,100062106,,133,193 x 130,,,1.0,,,,Textualis,Libraria,,"15 lettres historiées (f. 1, 19v°, 29v°, 37, 46v°, 55v°, 65, 74v°, 96v°, 115, 116v°, 118, 120v°, 124, 130), bordures (Defuncti)",,1280,1310,From : 1290 (CCLL) To : 1300 (CCLL),Cambrai,https://gallica.bnf.fr/iiif/ark:/12148/btv1b90658201/manifest.json
494,2560,"Pais, Bibliothèque nationawle de Frane, Manuscrits",lat. 13261,100062107,,235,190 x 142,,,1.0,,,,Textualis,Formata,,"Phylactère textualis (67r, Annonce aux bergers). Remiet, Pierre (13..-14..)   (Enlumineur)|18 miniatures (f. 13, 15v°, 18, 21, 27, 42v°, 59, 67, 73, 78v°, 85, 94v°, 103, 127, 133, 138, 146, 153), bordures, lettres ornées (Virgo)",,1380,1400,From : 1380 (CCLL) To : 1400 (CCLL),France,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036640k/manifest.json
495,2562,"Paris, Bibliothèque nationale de France, Manuscrits",lat. 13263,100062108,,198,239 x 170,,,1.0,,,,Textualis,Libraria,,"Amiens painter - Rouen painter - Northern French painter|24r, Vierge à l'Enfant, phylactère textualis du commanditaire _x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ http://visualiseur.bnf.fr/Visualiseur?Destination=Daguerre&amp;O=7860113_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ 67r, Annonce aux bergers: phylactère textualis (http://visualiseur.bnf.fr/Visualiseur?Destination=Daguerre&amp;O=7909352)|39 miniatures (f. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16v°, 18, 19, 24, 27v°, 31, 52, 62, 67, 71, 75, 79, 85, 90, 91, 92, 93, 94, 95, 97, 103, 119, 125, 131, 175), bordures, lettres ornées (Virgo)",,1445,1465,1460-1490 (Stutzmann) From : 1465 (CCLL) To : 1480 (CCLL),"Amiens|Rouen|France, Nord",https://gallica.bnf.fr/iiif/ark:/12148/btv1b9068094h/manifest.json
